TeamIdentifier,id_col,dataset,ConclusionS1,Conclusion
Bargara,Bemboka-2-2-1,blue tit,"Model 1: Effect of brood size on chick body condition (SMI)
The larger the brood, the lower the Scaled Mass Index -> probably due to parents ability to feed larger broods as efficiently.
Females are in better condition than males (higher Scaled Mass Index -> Could be due to behavioral differences in begging, parents tendency to feed female chicks more or some physiological specificities of the sexes.
",neg_c
Barooga,Bemboka-1-1-1,blue tit,"The growth of nestling blue tits is influenced by competition with siblings. The relevant factor is not the absolute number of siblings, but the relative change in brood size compared to the expected brood size. It seems that parents ""decide"" to lay as many eggs as they can comfortably raise (a 'quality' confounder), but having fewer or more siblings respectively decreases or increases the intensity of sibling competition.Every 10% decrease in brood size compared to the number of hatched eggs increases the average tarsus length by 0.06mm. I am not sure why the relevant baseline is clutch size for weight and hatched clutch size for tarsus length; it may have something to do with the precise growth pattern (e.g. lengthening bones first, then putting on weight).",neg_q
Barooga,Benalla-1-1-1,blue tit,"The growth of nestling blue tits is influenced by competition with siblings. The relevant factor is not the absolute number of siblings, but the relative change in brood size compared to the expected brood size. It seems that parents ""decide"" to lay as many eggs as they can comfortably raise (a 'quality' confounder), but having fewer or more siblings respectively decreases or increases the intensity of sibling competition. Every 10% decrease in brood size compared to clutch size increases the average weight of nestlings by 0.18 grams.",neg_q
Barraba,Benalla-1-1-2,blue tit,"With nestlings from enlarged broods being on average approximately 10% lighter compared to those from reduced broods, our results demonstrate a strong general effect of a brood size manipulation of Ã‚Â± 25% on nestling mass at day 14 in blue tits consistent across both our data sets.",neg_q
Belmont,Benalla-2-2-1,blue tit,"Independently of the sex, the rearing nest and the manipulation of the brood size, the growth of the nestling blue tits seems to be highly affected by competition with siblings. Giving the high correlation between number of sibling or non-sibling with total chicks in the nest, it seems that be genetically related or not made no difference. Overall, growth is reduced and weight declines as the number of siblings in the nest increases. As reported in the results, chicks reared in a nest with only one sibling (mean: 10.88 grams Ã‚Â± 0.12 SE) weighed on average 12% more (1.41 Ã‚Â± 0.18) compared chicks reared with eight siblings (9.47 Ã‚Â± 0.13).",neg_c
Bemboka,Benalla-2-2-2,blue tit,"As clutch size increases, the growth outcomes (tarsus length and weight) significantly decrease.",neg_c
Bemboka,Bendigo-5-5-1,blue tit,"As clutch size increases, the growth outcomes (tarsus length and weight) significantly decrease.",neg_c
Benalla,Bendigo-2-2-1,blue tit,"Both tarsus length and mass were significantly decreased when broods were experimentally increased, indicating that heightened sibling competition decreases growth. Decreasing brood size (i.e., alleviating natural levels of competition) had a more modest effect in the opposite direction, once again consistent with a negative effect of sibling competition on growth.",neg_c
Benalla,Bendigo-1-1-1,blue tit,"Both tarsus length and mass were significantly decreased when broods were experimentally increased, indicating that heightened sibling competition decreases growth. Decreasing brood size (i.e., alleviating natural levels of competition) had a more modest effect in the opposite direction, once again consistent with a negative effect of sibling competition on growth.",neg_c
Benalla,Bendigo-3-3-1,blue tit,"Both tarsus length and mass were significantly decreased when broods were experimentally increased, indicating that heightened sibling competition decreases growth. Decreasing brood size (i.e., alleviating natural levels of competition) had a more modest effect in the opposite direction, once again consistent with a negative effect of sibling competition on growth.",neg_c
Benalla,Bendigo-4-4-1,blue tit,"Both tarsus length and mass were significantly decreased when broods were experimentally increased, indicating that heightened sibling competition decreases growth. Decreasing brood size (i.e., alleviating natural levels of competition) had a more modest effect in the opposite direction, once again consistent with a negative effect of sibling competition on growth.",neg_c
Bendigo,Berrima-1-1-1,blue tit,"Body index was negatively affected by the date of the first egg laid in the clutch where the chick hatched (although marginally significant for males), the clutch size in the nest were the chick was hatched and the net change in chick number in the nest of rearing (Table 2). Body condition impoverished with the number of siblings in the nests where hatched and reared and tend to improve when chicks hatched early in the breeding season.",neg_c
Bendigo,Berrima-2-2-1,blue tit,Body mass was negatively affected by the clutch size in the nest where the chick was hatched and the net change in chick number in the nest of rearing. Chicks had lower body mass when hatched and reared in nests with more siblings. Chicks reared in a different nest had increased body mass than birds reared in the hatching nest (Table 1).,neg_c
Bendigo,Cessnock-1-1-1,blue tit,Body mass was negatively affected by the clutch size in the nest where the chick was hatched and the net change in chick number in the nest of rearing. Chicks had lower body mass when hatched and reared in nests with more siblings. Chicks reared in a different nest had increased body mass than birds reared in the hatching nest (Table 1).,neg_c
Bendigo,Berwick-2-2-1,blue tit,Body mass was negatively affected by the clutch size in the nest where the chick was hatched and the net change in chick number in the nest of rearing. Chicks had lower body mass when hatched and reared in nests with more siblings. Chicks reared in a different nest had increased body mass than birds reared in the hatching nest (Table 1).,neg_c
Bendigo,Berwick-1-1-1,blue tit,Body mass was negatively affected by the clutch size in the nest where the chick was hatched and the net change in chick number in the nest of rearing. Chicks had lower body mass when hatched and reared in nests with more siblings. Chicks reared in a different nest had increased body mass than birds reared in the hatching nest (Table 1).,neg_c
Berrima,Berwick-4-4-1,blue tit,"Increased competition among siblings in blue tits impairs growth: it decreases fledging tarsus length and body mass,",neg_c
Berrima,Berwick-3-3-1,blue tit,"Increased competition among siblings in blue tits impairs growth: it decreases fledging tarsus length and body mass,",neg_c
Berwick,Charlton-1-1-1,blue tit,No relationship between tarsus length and competition,none_c
Berwick,Childers-1-1-1,blue tit,"For body mass at day 14, there appeared to be an effect of competition with nest-mates. Body mass was negatively correlated with number of nestlings in the nest at day 0 post-transfer, where a large number of nestlings resulted in lower body mass",neg_c
Berwick,Childers-2-2-1,blue tit,The number of nestlings that fledged was negatively correlated with the number of nestlings in the nest where a smaller number of nestlings survived to fledging with an increase in the number of nestlings in the nest,neg_c
Berwick,Chiltern-1-1-1,blue tit,"For body mass at day 14, there appeared to be an effect of competition with nest-mates. Body mass was negatively correlated with number of nestlings in the nest at day 0 post-transfer, where a large number of nestlings resulted in lower body mass",neg_c
Beverle,Beverle-1-1-1,blue tit,"I conclude that there is some evidence that growth may be influenced by competition with siblings. Larger broods and experimentally enlarged nests were associated with smaller and lighter nestlings on day 14. Furthermore, there was more variation in nestling size and mass on day 14 in nests with experimentally increased brood sizes, which may indicate that some siblings were not able to compete effectively for resources in those broods. Those effects may also underestimate competition, since nestlings were also more likely to die before fledging (or measurement) in enlarged broods. 

However, most differences observed were driven by broods that were enlarged beyond the natural range of variation in brood size and there was less evidence that brood reduction resulted in a release from sibling competition. Therefore, it is somewhat unclear how big of a role sibling competition plays in driving variation in nestling growth under normal conditions and it may only be especially important at larger brood sizes or when resources are especially limited.",neg_q
