Cardwell,Cardwell-1-1-1,logit,logit,eucalyptus,0,constructed variable (combining information from two or more original variables),"summed variables euc_sdlgs0_50cm, euc_sdlgs50cm-2m,euc_sdlgs>2m, and then manually converted to presence-absence data where 1 = present, 0 = absent",NA,R_9KB5LL2E99Hqfhn,NA,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnarvo,Carnarvo-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),data$total_seedlings..temp.<- data$euc_sdlgs0_50cm+data$euc_sdlgs50cm.2m+data$euc_sdlgs.2m,euc_sdlgs_all,R_AzL6RdNTHtPjxzX,all_grass,349,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carrieto,Carrieto-1-1-2,log,log,eucalyptus,NA,constructed variable (combining information from two or more original variables),data$total_seedlings..temp.<- data$euc_sdlgs0_50cm+data$euc_sdlgs50cm.2m+data$euc_sdlgs.2m,euc_sdlgs_all,R_AzL6RdNTHtPjxzX,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_C7CnNaqfX71jQjL,ExoticAnnualGrass_cover,NA,0,linear,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-2-2-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_C7CnNaqfX71jQjL,ExoticAnnualGrass_cover,NA,0,linear,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,MrVBF,K_perc,NA,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-3-3-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_C7CnNaqfX71jQjL,ExoticAnnualGrass_cover,NA,0,linear,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,NA,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-4-4-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_C7CnNaqfX71jQjL,ExoticAnnualGrass_cover,NA,0,linear,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,NA,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,MrVBF,K_perc,NA,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-5-5-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_C7CnNaqfX71jQjL,ExoticPerennialGrass_cover,NA,0,linear,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassilis,Cassilis-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_phpZePnRFCxhQFH,ExoticPerennialGrass_cover,349,1,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cervante,Cervante-1-1-1,logit,logit,eucalyptus,1,constructed variable (combining information from two or more original variables),Additon of euc_sdlgs0_50cm + euc_sdlgs50cm-2m + euc_sdlgs>2m. Then converted to presence / absence,euc_sdlgs_all,R_Rku0BAsjkxtwo7L,NA,345,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,NA,NA,NA,NA,K_perc,Th_ppm,U_ppm,SRad_Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cessnock,Cessnock-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_V53ZP6DAbdFUqS5,all_grass,230,0,generalised,quadratic_variance,NA,NA,Season,Property,NA,NA,NA,Aspect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BareGround_cover,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,MrVBF,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlton,Charlton-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),euc_sdlgs0_50cm+euc_sdlgs50cm.2m +euc_sdlgs.2m,euc_sdlgs_all,R_vojH4E5b8mNOCU9,NativePerennialGrass_cover,345,0,generalised,zero_inflated,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Childers,Childers-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_x9Fs6DQf26tdSRr,all_exotic_grass,346,0,generalised,standard,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_exotic_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Childers,Childers-2-2-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_x9Fs6DQf26tdSRr,NativePerennialGrass_cover,346,0,generalised,standard,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiltern,Chiltern-1-1-1,logit,logit,eucalyptus,1,constructed variable (combining information from two or more original variables),"Sum of ""euc_sdlgs0-50cm"", ""euc_sdlgs50cm-2m"", and ""euc_sdlgs>2m""",euc_sdlgs_all,R_XQXeN7diZLPsRVv,all_grass,300,0,generalised,zero_inflated,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
